Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Claravis godefrida,Claravis_godefrida,Purple-winged Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Claravis mondetoura,Claravis_mondetoura,Maroon-chested Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Caloenas nicobarica,Caloenas_nicobarica,Nicobar Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Claravis pretiosa,Claravis_pretiosa,Blue Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba leuconota,Columba_leuconota,Snow Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba elphinstonii,Columba_elphinstonii,Nilgiri Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba punicea,Columba_punicea,Pale-capped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba pulchricollis,Columba_pulchricollis,Ashy Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba pollenii,Columba_pollenii,Comoro Olive-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba palumbus,Columba_palumbus,Common Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba pallidiceps,Columba_pallidiceps,Yellow-legged Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba sjostedti,Columba_sjostedti,Cameroon Olive-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba malherbii,Columba_malherbii,Sao Tome Bronze-naped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba thomensis,Columba_thomensis,Maroon Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba junoniae,Columba_junoniae,White-tailed Laurel Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba janthina,Columba_janthina,Japanese Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba iriditorques,Columba_iriditorques,Western Bronze-naped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba hodgsonii,Columba_hodgsonii,Speckled Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba guinea,Columba_guinea,Speckled Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba eversmanni,Columba_eversmanni,Pale-backed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba oenas,Columba_oenas,Stock Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina cyanopis,Columbina_cyanopis,Blue-eyed Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba leucomela,Columba_leucomela,White-headed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Chalcophaps indica,Chalcophaps_indica,Emerald Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina talpacoti,Columbina_talpacoti,Ruddy Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina squammata,Columbina_squammata,Scaled Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina picui,Columbina_picui,Picui Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina passerina,Columbina_passerina,Common Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba rupestris,Columba_rupestris,Hill Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina inca,Columbina_inca,Inca Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba oliviae,Columba_oliviae,Somali Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina cruziana,Columbina_cruziana,Croaking Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina buckleyi,Columbina_buckleyi,Ecuadorian Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba vitiensis,Columba_vitiensis,White-throated Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba unicincta,Columba_unicincta,Afep Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba trocaz,Columba_trocaz,Madeira Laurel Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba torringtoniae,Columba_torringtoniae,Sri Lanka Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columbina minuta,Columbina_minuta,Plain-breasted Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba argentina,Columba_argentina,Silvery Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba palumboides,Columba_palumboides,Andaman Wood-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Aplopelia larvata,Aplopelia_larvata,Lemon Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Chalcophaps stephani,Chalcophaps_stephani,Stephan's Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba albinucha,Columba_albinucha,White-naped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba albitorques,Columba_albitorques,White-collared Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba arquatrix,Columba_arquatrix,African Olive-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba bollii,Columba_bollii,Dark-tailed Laurel Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba delegorguei,Columba_delegorguei,Eastern Bronze-naped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Cryptophaps poecilorrhoa,Cryptophaps_poecilorrhoa,Sombre Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Alectroenas madagascariensis,Alectroenas_madagascariensis,Madagascar Blue-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Alectroenas sganzini,Alectroenas_sganzini,Comoro Blue-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Alectroenas pulcherrima,Alectroenas_pulcherrima,Seychelles Blue-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula melanochroa,Ducula_melanochroa,Bismarck Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba rubescens,Gallicolumba_rubescens,Marquesan Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba platenae,Gallicolumba_platenae,Mindoro Bleeding-heart,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba menagei,Gallicolumba_menagei,Sulu Bleeding-heart,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba luzonica,Gallicolumba_luzonica,Luzon Bleeding-heart,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba kubaryi,Gallicolumba_kubaryi,Caroline Islands Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gymnophaps albertisii,Gymnophaps_albertisii,Papuan Mountain-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula luctuosa,Ducula_luctuosa,White Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila wellsi,Leptotila_wellsi,Grenada Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula mindorensis,Ducula_mindorensis,Mindoro Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula mullerii,Ducula_mullerii,Collared Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba keayi,Gallicolumba_keayi,Negros Bleeding-heart,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba sanctaecrucis,Gallicolumba_sanctaecrucis,Santa Cruz Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba stairi,Gallicolumba_stairi,Shy Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila verreauxi,Leptotila_verreauxi,White-tipped Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba tristigmata,Gallicolumba_tristigmata,Sulawesi Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba xanthonura,Gallicolumba_xanthonura,White-throated Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila rufaxilla,Leptotila_rufaxilla,Grey-fronted Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Goura victoria,Goura_victoria,Victoria Crowned-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Goura scheepmakeri,Goura_scheepmakeri,Southern Crowned-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Goura cristata,Goura_cristata,Western Crowned-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila plumbeiceps,Leptotila_plumbeiceps,Grey-headed Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila pallida,Leptotila_pallida,Pallid Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila ochraceiventris,Leptotila_ochraceiventris,Ochre-bellied Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila megalura,Leptotila_megalura,White-faced Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila jamaicensis,Leptotila_jamaicensis,Caribbean Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba rufigula,Gallicolumba_rufigula,Cinnamon Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia nigrirostris,Macropygia_nigrirostris,Black-billed Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leucosarcia melanoleuca,Leucosarcia_melanoleuca,Wonga Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula pickeringii,Ducula_pickeringii,Grey Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia tenuirostris,Macropygia_tenuirostris,Philippine Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula pinon,Ducula_pinon,Pinon Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia rufipennis,Macropygia_rufipennis,Andaman Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula myristicivora,Ducula_myristicivora,Spice Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia phasianella,Macropygia_phasianella,Brown Cuckoo-Dove,IOC27,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula perspicillata,Ducula_perspicillata,White-eyed Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia magna,Macropygia_magna,Dusky Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila conoveri,Leptotila_conoveri,Tolima Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia mackinlayi,Macropygia_mackinlayi,Mackinlay's Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula subflavescens,Ducula_subflavescens,Yellowish Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula whartoni,Ducula_whartoni,Christmas Island Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia emiliana,Macropygia_emiliana,Ruddy Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia ruficeps,Macropygia_ruficeps,Little Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula rosacea,Ducula_rosacea,Pink-headed Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia amboinensis,Macropygia_amboinensis,Brown Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba jobiensis,Gallicolumba_jobiensis,White-bibbed Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula pacifica,Ducula_pacifica,Pacific Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba hoedtii,Gallicolumba_hoedtii,Wetar Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula pistrinaria,Ducula_pistrinaria,Island Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba erythroptera,Gallicolumba_erythroptera,Polynesian Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula spilorrhoa,Ducula_spilorrhoa,Torresian Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula radiata,Ducula_radiata,Grey-headed Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula rufigaster,Ducula_rufigaster,Purple-tailed Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gymnophaps mada,Gymnophaps_mada,Long-tailed Mountain-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula rubricera,Ducula_rubricera,Red-knobbed Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula zoeae,Ducula_zoeae,Banded Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Macropygia unchall,Macropygia_unchall,Barred Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gymnophaps solomonensis,Gymnophaps_solomonensis,Pale Mountain-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula oceanica,Ducula_oceanica,Micronesian Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula poliocephala,Ducula_poliocephala,Pink-bellied Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Didunculus strigirostris,Didunculus_strigirostris,Tooth-billed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon linearis,Geotrygon_linearis,Lined Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon montana,Geotrygon_montana,Ruddy Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon mystacea,Geotrygon_mystacea,Bridled Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon saphirina,Geotrygon_saphirina,Sapphire Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon veraguensis,Geotrygon_veraguensis,Olive-backed Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula aurorae,Ducula_aurorae,Polynesian Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon violacea,Geotrygon_violacea,Violaceous Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon frenata,Geotrygon_frenata,White-throated Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula brenchleyi,Ducula_brenchleyi,Chestnut-bellied Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Metriopelia morenoi,Metriopelia_morenoi,Bare-eyed Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila cassini,Leptotila_cassini,Grey-chested Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Metriopelia ceciliae,Metriopelia_ceciliae,Bare-faced Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Metriopelia aymara,Metriopelia_aymara,Golden-spotted Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula aenea,Ducula_aenea,Green Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon versicolor,Geotrygon_versicolor,Crested Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon albifacies,Geotrygon_albifacies,White-faced Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geopelia cuneata,Geopelia_cuneata,Diamond Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geopelia humeralis,Geopelia_humeralis,Bar-shouldered Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geopelia maugeus,Geopelia_maugeus,Barred Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geopelia placida,Geopelia_placida,Peaceful Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geopelia striata,Geopelia_striata,Zebra Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geophaps plumifera,Geophaps_plumifera,Spinifex Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon lawrencii,Geotrygon_lawrencii,Purplish-backed Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geophaps smithii,Geophaps_smithii,Partridge Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon goldmani,Geotrygon_goldmani,Russet-crowned Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon caniceps,Geotrygon_caniceps,Grey-headed Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon carrikeri,Geotrygon_carrikeri,Tuxtla Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon chiriquensis,Geotrygon_chiriquensis,Rufous-breasted Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon chrysia,Geotrygon_chrysia,Key West Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geotrygon costaricensis,Geotrygon_costaricensis,Buff-fronted Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Metriopelia melanoptera,Metriopelia_melanoptera,Black-winged Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Geophaps scripta,Geophaps_scripta,Squatter Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Henicophaps foersteri,Henicophaps_foersteri,New Britain Bronzewing,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula forsteni,Ducula_forsteni,White-bellied Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba beccarii,Gallicolumba_beccarii,Bronze Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula galeata,Ducula_galeata,Marquesan Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula badia,Ducula_badia,Mountain Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Drepanoptila holosericea,Drepanoptila_holosericea,Cloven-feathered Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba crinigera,Gallicolumba_crinigera,Mindanao Bleeding-heart,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Gallicolumba canifrons,Gallicolumba_canifrons,Palau Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Hemiphaga novaeseelandiae,Hemiphaga_novaeseelandiae,New Zealand Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula concinna,Ducula_concinna,Elegant Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Henicophaps albifrons,Henicophaps_albifrons,New Guinea Bronzewing,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula finschii,Ducula_finschii,Finsch's Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Leptotila battyi,Leptotila_battyi,Brown-backed Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula bakeri,Ducula_bakeri,Vanuatu Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula cineracea,Ducula_cineracea,Timor Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Lopholaimus antarcticus,Lopholaimus_antarcticus,Topknot Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula chalconota,Ducula_chalconota,Shining Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ducula bicolor,Ducula_bicolor,Pied Imperial-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
